spec	long	lat	
tubiflora	-48.6008	-8.5006	
tubiflora	-65.6666666666667	3.41666666666667	
variabilis	-60.085556	 -18.115278	
variabilis	-60.383611 	-14.823333	
variabilis	-59.050000	-18.383333	
variabilis	-41.88	-13.3	
variabilis	-41.88	-13.27	
variabilis	-41.85	-13.33	
variabilis	-41.9	-13.25	
variabilis	-41.9	-13.27	
variabilis	-41.9	-13.266667	
variabilis	-41.9	-13.23	
variabilis	-41.78	-13.25	
variabilis	-41.91666	-13.25	
variabilis	-41.92	-13.25	
variabilis	-47.6874	-15.73555	
variabilis	-47.9294	-15.7797	
variabilis	-47.933333	-16.05	
variabilis	-47.856125	-15.907056	
variabilis	-47.85	-15.866667	
variabilis	-48.19111	-15.9075	
variabilis	-47.933055	-15.970277	
variabilis	-48.003888	-15.9125	
variabilis	-47.881111	-15.880556	
variabilis	-47.816666	-14.166666	
variabilis	-47.636111	-14.171389	
variabilis	-47.727778	-14.106111	
variabilis	-47.823428	-14.164564	
variabilis	-47.816667	-14.166667	
variabilis	-48.616666	-17.733333	
variabilis	-48.667222 	-17.776667	
variabilis	-50.033333	-15.133333	
variabilis	-47.5	-13.766667	
variabilis	-48.10278	-13.61861	
variabilis	-47.521666	-13.886388	
variabilis	-48.824444	-15.800278	
variabilis	-48.11667	-14.16667	
variabilis	-47.6047	-16.7453	
variabilis	-47.55	-16.766667	
variabilis	-47.620278	-16.733889	
variabilis	-47.6136	-16.7686	
variabilis	-47.61333	-16.70278	
variabilis	-47.666667	-16.75	
variabilis	-47.6	-16.73193	
variabilis	-47.6	-16.84036	
variabilis	-47.6	-16.85843	
variabilis	-47.6	-16.79518	
variabilis	-50.00122	-16.0611	
variabilis	-48.17861	-16.28806	
variabilis	-48.21361	-16.33028	
variabilis	-47.9938	-16.6748	
variabilis	-55.75	-15.5	
variabilis	-55.750000	-15.050000	
variabilis	-55.933333	-15.266667	
variabilis	-55.5	-15.5	
variabilis	-55.0009031	-15.0005181	
variabilis	-57.5689	-17.9075	
variabilis	-57.568889 	-17.907500	
variabilis	-57.568889	-17.9075	
variabilis	-57.534444	-18.019167	
variabilis	-57.534389	-18.019222	
variabilis	-57.531611	-18.021389	
variabilis	-57.531389	-18.021389	
variabilis	-46.842222	 -19.712222	
variabilis	-44.216667	-20.133333	
variabilis	-44.15355	-20.101853	
variabilis	-43.700000	-18.683333	
variabilis	-43.918889	-20.441111	
variabilis	-43.737222	-18.870000	
variabilis	-43.68024	-18.32666	
variabilis	-43.6556	-18.4458	
variabilis	-43.700917	-18.165361	
variabilis	-43.697417	-17.886361	
variabilis	-43.615833	-18.007222	
variabilis	-43.615833	-18.157222	
variabilis	-43.666667	-18.25	
variabilis	-43.816667	-18.083333	
variabilis	-43.858333	-18.564444	
variabilis	-44.01	-20.334722	
variabilis	-43.924722	-20.147222	
variabilis	-43.972747	-20.136319	
variabilis	-43.824167	-20.175	
variabilis	-43.066667 	-18.250000	
variabilis	-47.433333	-19.850000	
variabilis	-47.400000	-19.977778	
variabilis	-43.691944	-20.0575	
variabilis	-43.766883	-18.996821	
variabilis	-43.765198	-18.996419	
variabilis	-43.75671	-18.962832	
variabilis	-43.772592	-18.953243	
variabilis	-43.566667	-19.300000	
variabilis	-43.600000	-19.283333	
variabilis	-43.717222	-19.033056	
variabilis	-43.724167	-19.020833	
variabilis	-43.737325	-19.048652	
variabilis	-46.4483	-20.2164	
variabilis	-46.597778	-10.596472	
variegata	-39.475556	-12.854444	
variegata	-39.475833	-12.853611	
variegata	-39.4758	-12.8536	
variegata	-39.796111	-16.61	
variegata	-39.533333	-12.75	
variegata	-39.53333	-12.75	
variegata	-39.475556	-12.853611	
variegata	-39.2832	-12.5116	
variegata	-39.466667	-12.85	
variegata	-39.471944	-12.853056	
variegata	-40.95	-20.433333	
variegata	-40.98525	-18.569278	
variegata	-40.985	-18.566111	
variegata	-41.121111	-18.421667	
variegata	-40.798611	-18.944167	
variegata	-40.667778	-18.978889	
variegata	-40.665556	-18.977778	
variegata	-41.286139	-20.175833	
variegata	-41.100556	-20.519167	
variegata	-41.083611	-20.516111	
variegata	-40.551111	-19.348333	
variegata	-40.980014	-20.411644	
variegata	-40.473889	-19.907944	
variegata	-40.472222	-19.914167	
variegata	-40.775	-19.797222	
variegata	-40.7775	-19.8025	
variegata	-40.981111	-19.741389	
variegata	-40.824722	-19.888889	
variegata	-41.439444	-20.868333	
variegata	-41.554944	-20.945083	
variegata	-41.545833	-20.940556	
variegata	-40.4575	-18.77	
variegata	-40.443889	-18.776944	
variegata	-40.4625	-18.7669	
variegata	-40.4625	-18.766944	
variegata	-40.614444	-20.173056	
variegata	-40.604167	-19.780556	
variegata	-40.814722	-19.897778	
variegata	-40.739444	-19.760833	
variegata	-40.319167	-20.17	
variegata	-40.328889	-20.191111	
variegata	-41.008089	-20.436427	
variegata	-42.475278	-20.700278	
variegata	-44.466667	-20.733333	
variegata	-42.0175	-21.9675	
variegata	-58.017500	-21.967500	
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
