"spec","long","lat","bio1","bio12","bio15","bio16","bio18","bio5","bio6","bio8"
"variegata_22",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_22",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_22",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_22",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_22",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_22",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_22",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"cryptantha_22",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_22",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_22",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_22",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_22",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_22",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_22",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_22",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_22",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_22",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"cryptantha_22",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_22",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_22",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_22",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_22",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"cryptantha_22",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"cryptantha_22",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"cryptantha_22",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_22",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_22",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_22",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_22",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_22",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_22",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_22",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_22",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_22",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_22",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_22",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_22",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_22",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_22",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_22",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_22",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_22",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_22",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_22",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_22",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_22",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_22",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_22",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_22",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"cryptantha_22",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_23",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_23",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_23",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_23",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_23",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_23",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_23",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_23",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_23",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_23",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_23",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_23",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"cryptantha_23",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_23",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"cryptantha_23",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_23",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_23",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"cryptantha_23",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_23",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_23",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_23",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_23",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_23",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_23",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_23",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"cryptantha_23",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_23",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_23",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_23",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_23",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_23",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_23",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_23",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_23",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"cryptantha_23",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_23",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_23",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"cryptantha_23",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_23",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_23",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_23",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_23",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_23",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_23",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_23",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_23",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_23",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_23",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_23",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_23",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_23",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_23",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"cryptantha_24",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_24",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_24",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_24",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_24",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"cryptantha_24",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_24",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_24",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_24",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_24",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_24",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_24",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_24",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"cryptantha_24",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_24",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_24",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_24",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_24",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_24",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_24",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_24",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_24",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_24",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"cryptantha_24",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_24",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_24",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_24",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_24",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_24",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_24",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_24",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"cryptantha_24",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_24",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_24",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_24",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_24",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_24",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_24",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_24",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_24",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_24",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_24",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_24",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_24",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_24",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_24",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_24",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_24",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_24",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_24",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_24",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"cryptantha_24",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_25",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_25",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_25",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_25",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_25",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_25",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_25",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_25",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_25",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_25",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_25",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"cryptantha_25",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_25",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_25",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_25",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_25",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_25",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_25",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_25",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_25",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_25",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_25",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_25",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_25",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_25",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_25",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_25",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_25",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_25",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_25",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_25",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_25",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_25",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_25",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_25",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_25",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"cryptantha_25",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_25",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_25",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_25",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_25",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_25",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_25",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_25",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"cryptantha_25",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_25",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_25",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_25",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_25",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"cryptantha_25",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"cryptantha_25",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_25",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_26",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_26",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"cryptantha_26",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_26",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_26",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_26",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_26",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_26",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_26",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"cryptantha_26",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_26",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_26",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_26",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_26",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"cryptantha_26",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_26",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_26",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_26",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_26",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_26",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_26",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_26",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_26",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_26",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_26",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_26",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_26",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_26",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_26",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_26",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_26",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_26",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"cryptantha_26",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_26",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_26",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_26",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_26",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_26",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_26",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_26",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_26",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_26",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"cryptantha_26",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_26",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_26",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_26",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_26",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"cryptantha_26",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_26",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_26",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_26",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_26",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_27",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_27",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_27",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"cryptantha_27",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_27",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_27",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_27",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_27",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_27",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_27",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_27",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_27",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_27",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_27",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_27",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_27",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_27",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_27",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"cryptantha_27",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_27",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_27",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_27",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"cryptantha_27",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"cryptantha_27",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_27",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_27",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_27",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_27",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_27",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_27",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_27",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_27",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_27",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_27",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_27",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_27",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_27",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_27",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_27",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_27",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_27",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_27",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_27",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_27",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_27",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"cryptantha_27",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_27",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_27",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_27",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_27",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_27",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_27",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_28",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_28",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_28",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_28",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_28",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_28",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_28",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_28",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_28",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_28",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_28",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_28",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_28",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_28",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_28",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_28",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_28",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_28",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_28",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_28",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_28",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_28",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_28",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_28",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_28",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_28",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_28",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_28",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_28",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"cryptantha_28",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_28",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_28",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_28",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_28",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_28",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_28",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_28",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_28",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"cryptantha_28",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"cryptantha_28",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_28",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_28",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_28",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_28",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"cryptantha_28",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_28",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_28",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_28",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"cryptantha_28",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_28",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"cryptantha_28",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_28",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_29",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_29",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_29",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_29",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_29",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"cryptantha_29",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"cryptantha_29",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_29",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_29",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_29",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_29",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_29",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_29",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_29",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_29",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_29",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_29",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_29",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_29",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_29",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_29",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_29",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_29",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"cryptantha_29",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
